houad,ˈhuat,00729.wav
kercʼhat,ˈkɛrxat,00730.wav
konikl,ˈkõ:nikl,00731.wav
kontadenn,kõnˈtɑ:dɛn,00732.wav
lamm,ˈlɑ̃m,00733.wav
mare,ˈmɑ:re,00734.wav
naet,ˈnet,00735.wav
ocʼh,ˈox,00736.wav
pebezh,ˈpe:bɛs,00737.wav
peuriñ,ˈpø:ri,00738.wav
porpant,ˈpɔrpɑ̃nt,00739.wav
respont,ˈrɛspõnt,00740.wav
samm,ˈsɑ̃m,00741.wav
skalier,ˈskaljɛr,00742.wav
skolaer,skoˈlɛ:r,00743.wav
sot,ˈso:t,00744.wav
spont,ˈspõnt,00745.wav
tourist,ˈturist,00746.wav
aozañ,ˈo:zɑ̃,00747.wav
arnev,ˈarnɛw,00748.wav
bran,ˈbrɑ̃:n,00749.wav
brecʼh,ˈbrex,00750.wav
dalcʼhmat,dalxˈmɑ:t,00751.wav
demat,deˈmɑ:t,00752.wav
derv,ˈdɛ:ro,00753.wav
dihun,ˈdiyn,00754.wav
dister,ˈdistɛr,00755.wav
diwiskañ,diˈwiskɑ̃,00756.wav
ebeul,ˈe:bøl,00757.wav
enep,ˈe:nɛp,00758.wav
enezenn,eˈne:zɛn,00759.wav
eoul,ˈewl,00760.wav
grik,ˈgrik,00762.wav
hanter-kant,hɑ̃ntɛrˈkɑ̃nt,00763.wav
kan,ˈkɑ̃:n,00764.wav
kaoter,ˈkɔtɛr,00765.wav
karr-tan,karˈtɑ̃:n,00766.wav
kerez,ˈke:rɛs,00767.wav
krouadur,kruˈɑ:dyr,00769.wav
labourer,laˈbu:rɛr,00770.wav
ledañ,ˈle:dɑ̃,00771.wav
leuskel,ˈløskɛl,00772.wav
levenez,leˈve:nɛs,00773.wav
mediñ,ˈme:di,00774.wav
mezv,ˈmɛw,00775.wav
mirdi,ˈmirdi,00776.wav
morzhed,ˈmɔrzɛt,00777.wav
mouar,ˈmuar,00778.wav
mouchouer,muˈʃuɛr,00779.wav
paouez,ˈpɔwɛs,00780.wav
pegañ,ˈpe:gɑ̃,00781.wav
pinijenn,piˈni:ʒɛn,00782.wav
prennañ,ˈprɛnɑ̃,00783.wav
prestañ,ˈprestɑ̃,00784.wav
prun,ˈpry:n,00785.wav
rumm,ˈrym,00786.wav
sachañ,ˈsaʃɑ̃,00787.wav
safar,ˈsafar,00788.wav
segal,ˈse:gal,00789.wav
sikour,ˈsikur,00790.wav
sonn,ˈsõn,00791.wav
stlejañ,ˈstle:ʒɑ̃,00792.wav
tach,ˈtaʃ,00793.wav
tarv,ˈtɑ:ro,00794.wav
tour-tan,turˈtɑ̃:n,00795.wav
vil,ˈvi:l,00796.wav
ebrel,ˈebrɛl,00797.wav
kerzu,ˈkɛrzy,00798.wav
beajiñ,beˈɑ:ʒi,00799.wav
bepred,beˈpre:t,00800.wav
brumenn,ˈbrymɛn,00801.wav
dilezel,diˈle:zɛl,00802.wav
displegañ,disˈple:gɑ̃,00803.wav
ezel,ˈe:zɛl,00804.wav
e-mesk,eˈmesk,00805.wav
forzh,ˈfɔrs,00806.wav
fuzuilh,ˈfy:zyʎ,00807.wav
genel,ˈge:nɛl,00808.wav
grizilh,ˈgri:ziʎ,00809.wav
gwalenn,ˈgwɑ:lɛn,00810.wav
horolaj,oˈro:laʃ,00811.wav
huchal,ˈhyʃal,00812.wav
jod,ˈʒo:t,00813.wav
kennebeut,kɛˈne:bøt,00814.wav
kordenn,ˈkɔrdɛn,00815.wav
korn,ˈkɔrn,00816.wav
koulz,ˈkuls,00817.wav
kreiz,ˈkrɛjs,00818.wav
kuitaat,kɥiˈtɑ:t,00819.wav
lev,ˈlɛw,00820.wav
lien,ˈliɛn,00821.wav
lucʼhed,ˈlyhɛt,00822.wav
mankout,ˈmɑ̃ŋkut,00823.wav
milin,ˈmi:lin,00825.wav
moarvat,mwarˈvɑ:t,00826.wav
munutenn,myˈnytɛn,00827.wav
naer,ˈnɛ:r,00828.wav
naetaat,neˈtɑ:t,00829.wav
niverenn,niˈve:rɛn,00830.wav
pennad,ˈpɛnat,00831.wav
person,ˈpɛrsõn,00832.wav
pig,ˈpi:k,00833.wav
pillig,ˈpilik,00834.wav
plas,ˈplas,00835.wav
sall,ˈsal,00836.wav
sioul,ˈsiwl,00837.wav
soavon,ˈswɑ:võn,00838.wav
solier,ˈsoljɛr,00839.wav
start,ˈstart,00840.wav
tagañ,ˈtɑ:gɑ̃,00841.wav
talvezout,talˈve:zut,00842.wav
tarzh,ˈtars,00843.wav
tavañjer,taˈvɑ̃:ʒɛr,00844.wav
tenn,ˈtɛn,00845.wav
tommañ,ˈtɔmɑ̃,00846.wav
yod,ˈjo:t,00847.wav
aer,ˈɛ:r,00848.wav
ankounacʼhaat,ɑ̃ŋkunaˈxɑ:t,00849.wav
banniel,ˈbɑ̃njɛl,00850.wav
becʼh,ˈbex,00851.wav
bered,ˈbe:rɛt,00852.wav
beuziñ,ˈbø:zi,00853.wav
bez,ˈbe:s,00854.wav
bragoù,ˈbrɑ:gu,00855.wav
brezel,ˈbre:zɛl,00856.wav
dall,ˈdal,00857.wav
dant,ˈdɑ̃nt,00858.wav
digarez,diˈgɑ:rɛs,00859.wav
dir,ˈdi:r,00860.wav
diwar-benn,diwarˈbɛn,00861.wav
doare,ˈdwɑ:re,00862.wav
fest,ˈfest,00863.wav
fiziañs,ˈfizjɑ̃s,00864.wav
flour,ˈflu:r,00865.wav
glacʼhar,ˈglahar,00866.wav
godell,ˈgo:dɛl,00867.wav
goleiñ,goˈlɛj,00868.wav
golo,ˈgo:lo,00869.wav
gouez,ˈgwe:s,00870.wav
gwriat,ˈgwriat,00871.wav
hervez,ˈhɛrvɛs,00872.wav
heuliañ,ˈhøljɑ̃,00873.wav
huanadiñ,hyɑ̃ˈnɑ:di,00874.wav
kannañ,ˈkɑ̃nɑ̃,00875.wav
kelien,ˈkeljɛn,00876.wav
kempenn,ˈkɛmpɛn,00877.wav
kenkoulz,ˈkɛnkuls,00878.wav
keuz,ˈkø:s,00879.wav
klocʼh,ˈklɔx,00880.wav
koll,ˈkɔl,00881.wav
kontrol,ˈkõntrɔl,00882.wav
kuzh-heol,kyˈsɛwl,00883.wav
leskiñ,ˈleski,00884.wav
lunedoù,lyˈne:du,00885.wav
matezh,ˈmatɛs,00886.wav
mel,ˈme:l,00887.wav
meskañ,ˈmeskɑ̃,00888.wav
mirout,ˈmi:rut,00889.wav
morzhol,ˈmɔrzɔl,00890.wav
neud,ˈnø:t,00891.wav
pakañ,ˈpakɑ̃,00892.wav
pecʼhed,ˈpehɛt,00893.wav
piz,ˈpi:s,00894.wav
pont,ˈpõnt,00895.wav
pried,ˈpriɛt,00896.wav
razh,ˈrɑ:s,00897.wav
skouer,ˈskwe:r,00899.wav
spered,ˈspe:rɛt,00900.wav
stank,ˈstɑ̃ŋk,00901.wav
tasad,ˈtasat,00902.wav
tener,ˈte:nɛr,00903.wav
tiegezh,tiˈɛ:gɛs,00904.wav
yalcʼh,ˈjalx,00905.wav
askell,ˈaskɛl,00906.wav
bank,ˈbɑ̃ŋk,00907.wav
darev,ˈdɑ:rɛw,00909.wav
eürus,ˈɛɥrys,00910.wav
kalonek,kaˈlõ:nɛk,00911.wav
keniterv,keˈnitɛrw,00912.wav
ma,ma,00913.wav
merkañ,ˈmɛrkɑ̃,00914.wav
muiañ,ˈmɥiɑ̃,00915.wav
oan,ˈwɑ̃:n,00916.wav
a-sav,aˈzaw,00917.wav
bremaik,breˈmajk,00918.wav
draen,drẽ:n,00919.wav
kanaouenn,kɑ̃ˈnɔwɛn,00920.wav
kaoued,ˈkɔwɛt,00921.wav
karrdi,ˈkardi,00922.wav
klemm,ˈklɛm,00923.wav
morse,ˈmɔrse,00924.wav
ospital,ɔsˈpital,00925.wav
sonerezh,sõˈnɛ:rɛs,00926.wav
straed,ˈstrɛ:t,00927.wav
tomatez,toˈmatɛs,00928.wav
abardaez,abarˈdaɛs,00929.wav
a-us,aˈys,00930.wav
boueta,ˈbweta,00931.wav
brezhonek,breˈzõ:nɛk,00932.wav
chalañ,ˈʃɑ:lɑ̃,00933.wav
dousenn,ˈdusɛn,00935.wav
familh,ˈfɑ̃miʎ,00936.wav
fiñval,ˈfĩ:val,00937.wav
friko,ˈfriko,00938.wav
garzh,ˈgars,00939.wav
goap,ˈgwap,00940.wav
gwashocʼh,ˈgwasɔx,00941.wav
jentil,ˈʒɛntil,00942.wav
kaozeal,koˈzeal,00943.wav
keit,ˈkɛjt,00944.wav
kerkent,ˈkɛrkɛnt,00945.wav
labourer-douar,laburɛrˈduar,00946.wav
malizenn,maˈli:zɛn,00947.wav
marchosi,marˈʃosi,00948.wav
meskl,ˈmeskl,00949.wav
pal,ˈpɑ:l,00950.wav
patatez,paˈtatɛs,00951.wav
pemocʼh,peˈmox,00952.wav
ru,ˈry:,00954.wav
saladenn,saˈlɑ:dɛn,00955.wav
saozneg,ˈsoznɛk,00956.wav
skourr,ˈsku:r,00957.wav
stamm,ˈstɑ̃m,00958.wav
tevenn,ˈte:vɛn,00959.wav
warlene,warˈle:ne,00960.wav
gouere,ˈgwe:re,00961.wav
abadenn,aˈbɑ:dɛn,00962.wav
ampart,ˈɑ̃mpart,00963.wav
arrebeuri,areˈbø:ri,00964.wav
batimant,baˈtimɑ̃nt,00965.wav
blaz,ˈblɑ:s,00966.wav
bleunienn,ˈblønjɛn,00967.wav
bod,ˈbo:t,00968.wav
bolz,ˈbɔls,00969.wav
bord,ˈbɔrt,00970.wav
bruched,ˈbryʃɛt,00971.wav
chakod,ˈʃakɔt,00972.wav
cʼhoariell,xwaˈriɛl,00973.wav
cʼhwek,ˈxwek,00974.wav
cʼhwil,ˈxwi:l,00975.wav
cʼhwitell,ˈxwitɛl,00976.wav
dienn,ˈdiɛn,00977.wav
diskar-amzer,diskaˈrɑ̃mzɛr,00978.wav
dispar,ˈdispar,00979.wav
distreiñ,disˈtrɛj,00980.wav
dremm,drɛm,00981.wav
eizhtez,ˈɛjstɛs,00982.wav
eor,ˈeɔr,00983.wav
erruout,ɛˈryut,00984.wav
fav,ˈfaw,00985.wav
gwellaat,gwɛˈlɑ:t,00988.wav
harp,ˈharp,00989.wav
hastañ,ˈhastɑ̃,00990.wav
heñvel,ˈhẽ:vɛl,00991.wav
houl,ˈhu:l,00992.wav
ijin,ˈi:ʒin,00993.wav
just,ˈʒyst,00995.wav
kaezh,ˈkɛ:s,00996.wav
karrigell,kaˈri:gɛl,00997.wav
kelenner,keˈlɛnɛr,00998.wav
kistin,ˈkistin,00999.wav
kog,ˈko:k,01000.wav
kont,ˈkõnt,01001.wav
koshaat,koˈsɑ:t,01002.wav
kresk,ˈkresk,01004.wav
kuzh,ˈky:s,01005.wav
labouradeg,labuˈrɑ:dɛk,01006.wav
laosk,ˈlɔsk,01007.wav
laou,ˈlɔw,01008.wav
lart,ˈlart,01009.wav
lercʼh,ˈlɛrx,01010.wav
lojañ,ˈlo:ʒɑ̃,01011.wav
ludu,ˈly:dy,01012.wav
lugerniñ,lyˈgɛrni,01013.wav
moualcʼh,ˈmualx,01014.wav
mur,ˈmy:r,01015.wav
necʼh,ˈnex,01016.wav
panerad,pɑ̃ˈne:rat,01017.wav
peur,ˈpø:r,01018.wav
peurvuiañ,pœrˈvɥiɑ̃,01019.wav
prizius,priˈziys,01020.wav
ra,ra,01021.wav
roll,ˈrɔl,01022.wav
sammañ,ˈsɑ̃mɑ̃,01023.wav
sav,ˈsaw,01024.wav
skrid,ˈskri:t,01026.wav
soner,ˈsõ:nɛr,01027.wav
splann,ˈsplɑ̃n,01028.wav
stad,ˈstɑ:t,01029.wav
stardañ,ˈstardɑ̃,01030.wav
stouiñ,ˈstui,01031.wav
stur,ˈsty:r,01032.wav
tarzhañ,ˈtarzɑ̃,01033.wav
toer,ˈtoɛr,01034.wav
tren,ˈtrɛn,01035.wav
youcʼhal,ˈjuhal,01036.wav
abalamour,abaˈlɑ̃mur,01037.wav
bandenn,ˈbɑ̃ndɛn,01038.wav
bep,bep,01039.wav
bezhin,ˈbe:zin,01040.wav
bili,ˈbi:li,01041.wav
bleiz,ˈblɛjs,01042.wav
bout,ˈbut,01043.wav
bouzar,ˈbu:zar,01044.wav
cʼhwezh,xwe:s,01045.wav
dal,ˈdɑ:l,01046.wav
dañjer,ˈdɑ̃:ʒɛr,01047.wav
darn,ˈdarn,01048.wav
didrouz,ˈdidrus,01049.wav
doñv,ˈdõ:,01050.wav
dornañ,ˈdɔrnɑ̃,01051.wav
dozviñ,ˈdowi,01052.wav
drailhañ,ˈdraʎɑ̃,01053.wav
druz,ˈdry:s,01054.wav
ejen,ˈe:ʒɛn,01055.wav
en,en,01056.wav
evezh,ˈe:vɛs,01057.wav
e-keñver,eˈkẽ:vɛr,01058.wav
e-leizh,eˈlɛjs,01059.wav
falcʼh,ˈfalx,01060.wav
faoutañ,ˈfɔwtɑ̃,01061.wav
forcʼh,ˈfɔrx,01063.wav
garm,garm,01064.wav
glaou,ˈglɔw,01065.wav
goapaat,gwaˈpɑ:t,01066.wav
gorre,ˈgɔre,01067.wav
gouriz,ˈgu:ris,01068.wav
gouzañv,ˈgu:zɑ̃w,01069.wav
goz,ˈgo:s,01070.wav
gwerennad,gweˈrɛnat,01071.wav
gwerz,ˈgwɛrs,01072.wav
had,ˈhɑ:t,01073.wav
haleg,ˈhɑ:lɛk,01074.wav
harz,ˈhars,01075.wav
henozh,ˈhe:nos,01076.wav
kann,ˈkɑ̃n,01077.wav
kavell,ˈkɑ:vɛl,01078.wav
koaniañ,ˈkwɑ̃njɑ̃,01079.wav
koaven,ˈkwɑ:vɛn,01080.wav
kouevr,ˈkwɛwr,01081.wav
kounnar,ˈkunar,01082.wav
kraoñ,ˈkrɑ̃w,01083.wav
krenañ,ˈkre:nɑ̃,01084.wav
kreskiñ,ˈkreski,01085.wav
krial,ˈkrial,01087.wav
lemel,ˈlemɛl,01088.wav
liñsel,ˈlĩsɛl,01089.wav
louet,ˈlwet,01090.wav
louzoù,ˈlu:zu,01091.wav
madelezh,maˈdɛ:lɛs,01092.wav
maer,ˈmɛ:r,01093.wav
mallozh,ˈmalos,01094.wav
maner,ˈmɑ̃:nɛr,01095.wav
melchon,ˈmɛlʃõn,01096.wav
merk,ˈmɛrk,01097.wav
meuliñ,ˈmø:li,01098.wav
mezh,ˈme:s,01099.wav
mezhus,ˈme:zys,01101.wav
miliner,miˈli:nɛr,01102.wav
mut,ˈmy:t,01105.wav
neb,ˈne:p,01106.wav
neudenn,ˈnø:dɛn,01107.wav
neuial,ˈnøjal,01108.wav
pizh,ˈpi:s,01109.wav
plaen,ˈplẽ:n,01110.wav
pouezañ,ˈpwe:zɑ̃,01111.wav
ran,ˈrɑ̃:n,01112.wav
rannañ,ˈrɑ̃nɑ̃,01113.wav
rust,ˈryst,01114.wav
sal-debriñ,salˈdebri,01115.wav
seul,ˈsø:l,01116.wav
skeud,ˈskø:t,01117.wav
skiant,ˈskiɑ̃nt,01118.wav
skoed,ˈskwet,01119.wav
skoulm,ˈskulm,01120.wav
sparfell,ˈsparfɛl,01121.wav
spern,ˈspɛrn,01122.wav
stumm,ˈstym,01123.wav
tabut,ˈta:byt,01124.wav
teil,ˈtɛjl,01125.wav
torzh,ˈtɔrs,01126.wav
touellañ,ˈtwɛlɑ̃,01127.wav
touiñ,ˈtui,01128.wav
tout,ˈtut,01129.wav
tremen,ˈtremɛn,01130.wav
trenk,ˈtrẽŋk,01131.wav
ali,ˈɑ:li,01133.wav
amprevan,ɑ̃mˈpre:vɑ̃n,01134.wav
astenn,ˈastɛn,01135.wav
azen,ˈɑ:zɛn,01136.wav
a-dreuz,aˈdrø:s,01137.wav
benveg,ˈbenvɛk,01138.wav
blot,ˈblo:t,01139.wav
bodañ,ˈbo:dɑ̃,01140.wav
burzhud,ˈbyrzyt,01141.wav
chapel,ˈʃapɛl,01142.wav
dale,ˈdɑ:le,01143.wav
diskar,ˈdiskar,01144.wav
diskiant,disˈkiɑ̃nt,01145.wav
doujañs,ˈdu:ʒɑ̃s,01147.wav
eeun,ˈeøn,01148.wav
feiz,ˈfɛjs,01150.wav
fin,ˈfi:n,01151.wav
flastrañ,ˈflastrɑ̃,01152.wav
foll,ˈfɔl,01153.wav
follenn,ˈfɔlɛn,01154.wav
furnez,ˈfyrnɛs,01155.wav
garv,ˈgɑ:ro,01156.wav
gwiskamant,gwisˈkɑ̃mɑ̃nt,01157.wav
ivin,ˈi:vin,01158.wav
kamm,ˈkɑ̃m,01159.wav
kasaat,kaˈsɑ:t,01160.wav
kilañ,ˈki:lɑ̃,01161.wav
koar,ˈkwɑ:r,01162.wav
kromm,ˈkrõm,01163.wav
krouiñ,ˈkrui,01164.wav
laeroñsi,lɛˈrõsi,01165.wav
leal,ˈleal,01166.wav
lezenn,ˈle:zɛn,01167.wav
lies,ˈliɛs,01168.wav
lodenn,ˈlo:dɛn,01169.wav
maout,ˈmɔwt,01170.wav
mougañ,ˈmu:gɑ̃,01171.wav
muzul,ˈmy:zyl,01173.wav
niver,ˈni:vɛr,01174.wav
pazenn,ˈpɑ:zɛn,01175.wav
pedenn,ˈpe:dɛn,01176.wav
pluenn,ˈplyɛn,01177.wav
pobl,ˈpobl,01178.wav
pok,ˈpok,01179.wav
pokat,ˈpokat,01180.wav
reizh,ˈrɛjs,01181.wav
roue,ˈrue,01182.wav
seblantout,seˈblɑ̃ntut,01183.wav
seiz,ˈsɛjs,01184.wav
skuizhañ,ˈskɥi:zɑ̃,01185.wav
soubañ,ˈsu:bɑ̃,01186.wav
spontus,ˈspõntys,01187.wav
stankañ,ˈstɑ̃ŋkɑ̃,01188.wav
teuziñ,ˈtø:zi,01189.wav
ti-kêr,tiˈkɛ:r,01190.wav
tommder,ˈtɔmdɛr,01191.wav
toullañ,ˈtulɑ̃,01192.wav
war-raok,warˈrɔ:k,01193.wav
ael,ˈɛ:l,01194.wav
arvar,ˈarvar,01195.wav
a-bezh,aˈbe:s,01196.wav
bountañ,ˈbuntɑ̃,01197.wav
brudañ,ˈbry:dɑ̃,01198.wav
difenn,ˈdifɛn,01199.wav
eskob,ˈeskop,01200.wav
galleg,ˈgalɛk,01201.wav
gaou,ˈgɔw,01202.wav
gavr,ˈgawr,01203.wav
ifern,ˈifɛrn,01204.wav
karantez,kaˈrɑ̃ntɛs,01205.wav
mar,ˈmɑ:r,01206.wav
mestrez,ˈmɛstrɛs,01207.wav
nebeud,ˈne:bøt,01208.wav
skornañ,ˈskɔrnɑ̃,01209.wav
emichañs,emiˈʃɑ̃s,01210.wav
karr-boutin,karˈbutin,01211.wav
bae,ˈbɛ:,01212.wav
beure,ˈbø:re,01213.wav
fuloriñ,fyˈlo:ri,01214.wav
gallek,ˈgalɛk,01215.wav
karotez,kaˈrotɛs,01216.wav
kelorn,ˈke:lɔrn,01217.wav
kilometr,kiˈlomɛtr,01218.wav
mann,ˈmɑ̃n,01219.wav
trede,ˈtre:de,01221.wav
a-enep,aˈe:nɛp,01222.wav
balafenn,baˈlafɛn,01224.wav
barrad,ˈbarat,01225.wav
barrek,ˈbarɛk,01226.wav
bolenn,ˈbo:lɛn,01227.wav
boned,ˈbõ:nɛt,01228.wav
chaoser,ˈʃɔsɛr,01229.wav
chase,ˈʃase,01230.wav
chekenn,ˈʃekɛn,01231.wav
cholori,ʃoˈlo:ri,01232.wav
deviñ,ˈdɛ:vi,01233.wav
disglavier,dizˈglavjɛr,01234.wav
dizale,diˈzɑ:le,01235.wav
dizesk,ˈdi:zesk,01236.wav
drask,ˈdrask,01237.wav
e-keit-se,eˈkɛjtse,01238.wav
flamm,ˈflɑ̃m,01239.wav
flourañ,ˈflu:rɑ̃,01240.wav
fornigell,fɔrˈni:gɛl,01241.wav
frazenn,ˈfrɑ:zɛn,01243.wav
gloazañ,ˈglwɑ:zɑ̃,01244.wav
goulaouenn,guˈlɔwɛn,01245.wav
gwashañ,ˈgwasɑ̃,01246.wav
gwenneg,ˈgwɛnɛk,01247.wav
gwern,ˈgwɛrn,01248.wav
gwrez,ˈgwre:s,01249.wav
ilin,ˈi:lin,01250.wav
ingal,ˈingal,01251.wav
keflusker,keˈflyskɛr,01253.wav
kouronkañ,kuˈrõŋkɑ̃,01254.wav
leñvañ,ˈlẽ:vɑ̃,01256.wav
loustoni,lusˈtõ:ni,01257.wav
melezour,meˈle:zur,01258.wav
mell,ˈmɛl,01259.wav
notenn,ˈnotɛn,01260.wav
pallenn,ˈpalɛn,01261.wav
pasianted,paˈsjɑ̃ntɛt,01262.wav
pellgomz,ˈpɛlgõms,01263.wav
peul,ˈpø:l,01264.wav
pik,ˈpik,01265.wav
privezioù,priˈvezju,01266.wav
rastell,ˈrastɛl,01267.wav
reut,ˈrøt,01268.wav
riv,ˈriw,01269.wav
riz,ˈri:s,01270.wav
saludiñ,saˈly:di,01271.wav
sankañ,ˈsɑ̃ŋkɑ̃,01272.wav
saverez,saˈve:rɛs,01273.wav
skinwel,ˈskinwɛl,01274.wav
sorser,ˈsɔrsɛr,01275.wav
splujañ,ˈsply:ʒɑ̃,01276.wav
sport,ˈspɔrt,01277.wav
tizh,ˈti:s,01279.wav
traezhenn,ˈtrɛ:zɛn,01280.wav
acʼhano,aˈhɑ̃:no,01282.wav
archer,ˈarʃɛr,01283.wav
a-berzh,aˈbɛrs,01285.wav
a-gevret,aˈgevrɛt,01286.wav
bannañ,ˈbɑ̃nɑ̃,01287.wav
biken,ˈbikɛn,01289.wav
boled,ˈbo:lɛt,01290.wav
bolennad,boˈlɛnat,01291.wav
bravig,ˈbrɑ:vik,01292.wav
bresk,ˈbresk,01293.wav
brizh,ˈbri:s,01295.wav
chatal,ˈʃatal,01296.wav
dienez,diˈe:nɛs,01299.wav
divizout,diˈvi:zut,01300.wav
dizoleiñ,dizoˈlɛj,01301.wav
dizurzh,ˈdi:zyrs,01302.wav
drez,ˈdre:s,01303.wav
dudi,ˈdy:di,01304.wav
ehan,ˈeɑ̃n,01305.wav
emgann,ˈemgɑ̃n,01306.wav
emglev,ˈemglɛw,01307.wav
ervat,erˈvɑ:t,01308.wav
evaj,ˈe:vaʃ,01309.wav
feurm,ˈfœrm,01311.wav
fichañ,ˈfiʃɑ̃,01312.wav
goell,ˈgwɛl,01313.wav
gopr,ˈgopr,01314.wav
goro,ˈgo:ro,01315.wav
gortoz,ˈgɔrtɔs,01316.wav
gouest,ˈgwest,01317.wav
gouli,ˈgu:li,01318.wav
gouren,ˈgu:rɛn,01319.wav
gwaremm,ˈgwɑ:rɛm,01320.wav
gwel,ˈgwe:l,01321.wav
gwennili,gwɛˈni:li,01322.wav
gwenodenn,gweˈno:dɛn,01323.wav
gwevn,ˈgwewn,01325.wav
gwiader,gwiˈɑ:dɛr,01326.wav
gwiz,ˈgwi:s,01327.wav
gwracʼh,ˈgwrax,01328.wav
hepdale,hebˈdɑ:le,01329.wav
intañv,ˈintɑ̃w,01330.wav
istr,ˈistr,01331.wav
jediñ,ˈʒe:di,01332.wav
kael,ˈkɛ:l,01333.wav
kamalad,kɑ̃ˈmɑ:lat,01334.wav
kantved,ˈkɑ̃nvet,01335.wav
kañv,ˈkɑ̃w,01336.wav
karreg,ˈkarɛk,01337.wav
karrez,ˈkarɛs,01338.wav
kazarcʼh,ˈkɑ:zarx,01339.wav
kemm,ˈkɛm,01341.wav
kere,ˈke:re,01342.wav
keuneud,ˈkœ:nøt,01343.wav
kleze,ˈkle:ze,01344.wav
koñje,ˈkõ:ʒe,01345.wav
kousk,ˈkusk,01346.wav
kozhni,ˈkozni,01347.wav
krennañ,ˈkrɛnɑ̃,01348.wav
laouenan,lɔˈwe:nɑ̃n,01349.wav
lecʼhid,ˈlehit,01350.wav
leon,ˈleõn,01352.wav
lipous,ˈlipus,01353.wav
litr,ˈlitr,01354.wav
loch,ˈlɔʃ,01355.wav
marvailh,ˈmarvaʎ,01359.wav
mengleuz,ˈmẽŋgløs,01360.wav
neuz,ˈnø:s,01361.wav
orin,ˈo:rin,01362.wav
ozhacʼh,ˈo:zax,01363.wav
palud,ˈpɑ:lyt,01364.wav
paourentez,ˈpɔwˈrɛntɛs,01365.wav
parañ,ˈpɑ:rɑ̃,01366.wav
pav,ˈpaw,01367.wav
pemzektez,pɛmˈzektɛs,01368.wav
perzh,ˈpɛrs,01369.wav
pilat,ˈpi:lat,01370.wav
rann,ˈrɑ̃n,01371.wav
rebech,ˈre:bɛʃ,01372.wav
red,ˈre:t,01373.wav
ren,ˈre:n,01374.wav
renk,ˈrẽŋk,01375.wav
reter,ˈretɛr,01376.wav
reverzhi,reˈvɛrzi,01377.wav
roudenn,ˈru:dɛn,01379.wav
rummad,ˈrymat,01380.wav
serr-noz,sɛrˈno:s,01382.wav
silzig,ˈsilzik,01383.wav
skabell,ˈskɑ:bɛl,01384.wav
skav,ˈskaw,01385.wav
stag,ˈstɑ:k,01386.wav
strinkañ,ˈstriŋkɑ̃,01387.wav
talvoudegezh,talvuˈdɛ:gɛs,01388.wav
teiñ,ˈtɛi,01389.wav
telenn,ˈte:lɛn,01390.wav
teol,ˈtewl,01391.wav
toaz,ˈtwɑ:s,01392.wav
torchenn,ˈtɔrʃɛn,01393.wav
trepas,ˈtrepas,01394.wav
turkez,ˈtyrkɛs,01395.wav
uhelder,yˈɛldɛr,01396.wav
alumetez,alyˈmetɛs,01397.wav
anoued,ɑ̃ˈnuɛt,01398.wav
aotre,ˈɔtre,01399.wav
arcʼh,ˈarx,01400.wav
a-hed,aˈhe:t,01401.wav
barr,ˈbar,01402.wav
bennozh,ˈbɛnos,01403.wav
berañ,ˈbe:rɑ̃,01404.wav
berv,ˈbɛrw,01405.wav
bouton,ˈbutõn,01406.wav
broust,ˈbrust,01407.wav
chaokat,ˈʃɔkat,01408.wav
cʼhwennat,ˈxwɛnat,01409.wav
cʼhwitellat,xwiˈtɛlat,01411.wav
di,di:,01412.wav
diabarzh,diaˈbars,01413.wav
dibab,ˈdi:bap,01414.wav
didalvez,diˈdalvɛs,01415.wav
digalon,diˈgɑ:lõn,01416.wav
digant,ˈdi:gɑ̃nt,01417.wav
diouer,ˈdiwɛr,01418.wav
disheol,ˈdisɛwl,01419.wav
diskan,ˈdiskɑ̃n,01420.wav
diskuizh,ˈdiskɥis,01421.wav
distrujañ,disˈtry:ʒɑ̃,01422.wav
dle,ˈdle:,01423.wav
dreist-holl,drɛjsˈtɔl,01424.wav
emberr,emˈbɛ:r,01425.wav
envel,ˈenvɛl,01426.wav
eostig,ˈɛwstik,01427.wav
erfin,ɛrˈfi:n,01428.wav
erru,ˈɛry,01429.wav
e-lecʼh,eˈlɛx,01430.wav
falz,ˈfals,01431.wav
fank,ˈfɑ̃ŋk,01432.wav
faos,ˈfɔs,01433.wav
faou,ˈfɔw,01434.wav
faout,ˈfɔwt,01435.wav
fas,ˈfas,01436.wav
fazi,ˈfɑ:zi,01437.wav
faziañ,faˈziɑ̃,01438.wav
feson,ˈfesõn,01439.wav
fiziout,ˈfizjut,01440.wav
frank,ˈfrɑ̃ŋk,01442.wav
frankiz,ˈfrɑ̃ŋkis,01443.wav
frotañ,ˈfrotɑ̃,01444.wav
glan,ˈglɑ̃:n,01445.wav
gouarn,ˈgwarn,01446.wav
gourcʼhemenn,gurˈxemɛn,01447.wav
gronnañ,ˈgrõnɑ̃,01448.wav
gwesped,ˈgwespɛt,01449.wav
hantereur,hɑ̃nˈtɛ:rœr,01450.wav
hardizh,ˈhardis,01451.wav
harpañ,ˈharpɑ̃,01452.wav
hegarat,heˈgɑ:rat,01453.wav
herzel,ˈhɛrzɛl,01454.wav
hiraezh,hiˈrɛ:s,01455.wav
hiviz,ˈhi:vis,01456.wav
ijinañ,iˈʒi:nɑ̃,01457.wav
iliav,ˈiljaw,01458.wav
